"Date","Price","Open","High","Low","Vol.","Change %"
"1991-08-01","1.1416","1.1416","1.1513","1.1393","","-0.84%"
"1991-07-01","1.1513","1.1513","1.1635","1.1402","","0.85%"
"1991-06-01","1.1416","1.1416","1.1502","1.1410","","-0.26%"
"1991-05-01","1.1446","1.1446","1.1538","1.1427","","-0.71%"
"1991-04-01","1.1528","1.1528","1.1601","1.1473","","-0.51%"
"1991-03-01","1.1587","1.1587","1.1641","1.1492","","0.77%"
"1991-02-01","1.1498","1.1498","1.1633","1.1486","","-1.13%"
"1991-01-01","1.1629","1.1629","1.1665","1.1462","","0.28%"
"1990-12-01","1.1597","1.1597","1.1667","1.1542","","-0.45%"
"1990-11-01","1.1650","1.1650","1.1713","1.1553","","-0.13%"
"1990-10-01","1.1665","1.1665","1.1798","1.1449","","0.97%"
"1990-09-01","1.1553","1.1553","1.1715","1.1473","","-0.11%"
"1990-08-01","1.1566","1.1566","1.1585","1.1271","","0.43%"
"1990-07-01","1.1517","1.1517","1.1660","1.1502","","-1.00%"
"1990-06-01","1.1633","1.1633","1.1825","1.1603","","-0.68%"
"1990-05-01","1.1713","1.1713","1.1936","1.1612","","0.59%"
"1990-04-01","1.1644","1.1644","1.1718","1.1583","","-0.46%"
"1990-03-01","1.1698","1.1698","1.1953","1.1694","","-1.79%"
"1990-02-01","1.1911","1.1911","1.2094","1.1848","","0.32%"
"1990-01-01","1.1873","1.1873","1.1974","1.1544","","2.50%"
"1989-12-01","1.1583","1.1583","1.1683","1.1558","","-0.51%"
"1989-11-01","1.1642","1.1642","1.1762","1.1630","","-0.78%"
"1989-10-01","1.1734","1.1734","1.1787","1.1696","","-0.30%"
"1989-09-01","1.1769","1.1769","1.1902","1.1710","","-0.14%"
"1989-08-01","1.1785","1.1785","1.1837","1.1685","","-0.17%"
"1989-07-01","1.1805","1.1805","1.1982","1.1799","","-1.33%"
"1989-06-01","1.1964","1.1964","1.2099","1.1884","","-0.86%"
"1989-05-01","1.2068","1.2068","1.2190","1.1794","","1.85%"
"1989-04-01","1.1849","1.1849","1.1991","1.1814","","-0.60%"
"1989-03-01","1.1920","1.1920","1.2021","1.1866","","-0.41%"
"1989-02-01","1.1969","1.1969","1.2034","1.1779","","1.07%"
"1989-01-01","1.1842","1.1842","1.2039","1.1799","","-0.60%"
"1988-12-01","1.1914","1.1914","1.2098","1.1818","","0.46%"
"1988-11-01","1.1860","1.1860","1.2397","1.1854","","-3.33%"
"1988-10-01","1.2269","1.2269","1.2278","1.1951","","0.89%"
"1988-09-01","1.2161","1.2161","1.2404","1.2133","","-1.84%"
"1988-08-01","1.2389","1.2389","1.2409","1.2005","","2.33%"
"1988-07-01","1.2107","1.2107","1.2242","1.1933","","-0.18%"
"1988-06-01","1.2129","1.2129","1.2351","1.1999","","-1.62%"
"1988-05-01","1.2329","1.2329","1.2464","1.2280","","0.24%"
"1988-04-01","1.2300","1.2300","1.2494","1.2254","","-0.38%"
"1988-03-01","1.2347","1.2347","1.2607","1.2327","","-1.87%"
"1988-02-01","1.2582","1.2582","1.2779","1.2574","","-1.25%"
"1988-01-01","1.2741","1.2741","1.3005","1.2733","","-1.87%"
"1987-12-01","1.2984","1.2984","1.3147","1.2980","","-0.85%"
"1987-11-01","1.3095","1.3095","1.3312","1.3059","","-0.41%"
"1987-10-01","1.3149","1.3149","1.3219","1.2937","","0.31%"
"1987-09-01","1.3109","1.3109","1.3240","1.3070","","-0.65%"
"1987-08-01","1.3195","1.3195","1.3330","1.3150","","-0.56%"
"1987-07-01","1.3269","1.3269","1.3390","1.3164","","-0.35%"
"1987-06-01","1.3316","1.3316","1.3455","1.3268","","-0.44%"
"1987-05-01","1.3375","1.3375","1.3499","1.3320","","0.01%"
"1987-04-01","1.3374","1.3374","1.3419","1.2994","","2.51%"
"1987-03-01","1.3047","1.3047","1.3369","1.3016","","-2.05%"
"1987-02-01","1.3320","1.3320","1.3460","1.3246","","-0.61%"
"1987-01-01","1.3402","1.3402","1.3799","1.3354","","-2.95%"
"1986-12-01","1.3810","1.3810","1.3820","1.3723","","0.08%"
"1986-11-01","1.3799","1.3799","1.3888","1.3787","","-0.68%"
"1986-10-01","1.3894","1.3894","1.3911","1.3804","","0.17%"
"1986-09-01","1.3871","1.3871","1.3925","1.3790","","0.09%"
"1986-08-01","1.3858","1.3858","1.3971","1.3785","","0.44%"
"1986-07-01","1.3797","1.3797","1.3911","1.3710","","0.05%"
"1986-06-01","1.3790","1.3790","1.3968","1.3765","","-0.45%"
"1986-05-01","1.3852","1.3852","1.3872","1.3629","","0.82%"
"1986-04-01","1.3740","1.3740","1.3740","1.3740","","-1.67%"
"1986-03-01","1.3973","1.3973","1.3973","1.3973","","-1.63%"
"1986-02-01","1.4205","1.4205","1.4205","1.4205","","-0.18%"
"1986-01-01","1.4230","1.4230","1.4230","1.4230","","1.75%"
"1985-12-01","1.3985","1.3985","1.3985","1.3985","","1.05%"
"1985-11-01","1.3840","1.3840","1.3840","1.3840","","1.26%"
"1985-10-01","1.3668","1.3668","1.3668","1.3668","","-0.31%"
"1985-09-01","1.3710","1.3710","1.3710","1.3710","","0.37%"
"1985-08-01","1.3659","1.3659","1.3659","1.3659","","0.88%"
"1985-07-01","1.3540","1.3540","1.3540","1.3540","","-0.38%"
"1985-06-01","1.3592","1.3592","1.3592","1.3592","","-1.11%"
"1985-05-01","1.3745","1.3745","1.3745","1.3745","","0.55%"
"1985-04-01","1.3670","1.3670","1.3670","1.3670","","-0.04%"
"1985-03-01","1.3675","1.3675","1.3675","1.3675","","-1.16%"
"1985-02-01","1.3835","1.3835","1.3835","1.3835","","4.24%"
"1985-01-01","1.3272","1.3272","1.3272","1.3272","","0.42%"
"1984-12-01","1.3217","1.3217","1.3217","1.3217","","-0.19%"
"1984-11-01","1.3242","1.3242","1.3242","1.3242","","0.70%"
"1984-10-01","1.3150","1.3150","1.3150","1.3150","","-0.25%"
"1984-09-01","1.3183","1.3183","1.3183","1.3183","","1.61%"
"1984-08-01","1.2974","1.2974","1.2974","1.2974","","-1.08%"
"1984-07-01","1.3115","1.3115","1.3115","1.3115","","-0.64%"
"1984-06-01","1.3199","1.3199","1.3199","1.3199","","1.95%"
"1984-05-01","1.2946","1.2946","1.2946","1.2946","","0.79%"
"1984-04-01","1.2845","1.2845","1.2845","1.2845","","0.54%"
"1984-03-01","1.2776","1.2776","1.2776","1.2776","","2.05%"
"1984-02-01","1.2519","1.2519","1.2519","1.2519","","0.21%"
"1984-01-01","1.2493","1.2493","1.2493","1.2493","","0.39%"
"1983-12-01","1.2445","1.2445","1.2445","1.2445","","0.43%"
"1983-11-01","1.2392","1.2392","1.2392","1.2392","","0.54%"
"1983-10-01","1.2326","1.2326","1.2326","1.2326","","0.02%"
"1983-09-01","1.2323","1.2323","1.2323","1.2323","","-0.14%"
"1983-08-01","1.2340","1.2340","1.2340","1.2340","","0.00%"
"1983-07-01","1.2340","1.2340","1.2340","1.2340","","0.52%"
"1983-06-01","1.2276","1.2276","1.2276","1.2276","","-0.20%"
"1983-05-01","1.2300","1.2300","1.2300","1.2300","","0.31%"
"1983-04-01","1.2262","1.2262","1.2262","1.2262","","-0.64%"
"1983-03-01","1.2341","1.2341","1.2341","1.2341","","0.41%"
"1983-02-01","1.2290","1.2290","1.2290","1.2290","","-0.62%"
"1983-01-01","1.2367","1.2367","1.2367","1.2367","","0.57%"
"1982-12-01","1.2297","1.2297","1.2297","1.2297","","-0.61%"
"1982-11-01","1.2373","1.2373","1.2373","1.2373","","0.91%"
"1982-10-01","1.2261","1.2261","1.2261","1.2261","","-0.83%"
"1982-09-01","1.2363","1.2363","1.2363","1.2363","","-0.23%"
"1982-08-01","1.2392","1.2392","1.2392","1.2392","","-1.31%"
"1982-07-01","1.2556","1.2556","1.2556","1.2556","","-2.88%"
"1982-06-01","1.2929","1.2929","1.2929","1.2929","","3.93%"
"1982-05-01","1.2440","1.2440","1.2440","1.2440","","1.99%"
"1982-04-01","1.2197","1.2197","1.2197","1.2197","","-0.88%"
"1982-03-01","1.2305","1.2305","1.2305","1.2305","","0.12%"
"1982-02-01","1.2290","1.2290","1.2290","1.2290","","2.59%"
