"Date","Price","Open","High","Low","Vol.","Change %"
"1996-10-08","1.3538","1.3530","1.3550","1.3523","","0.04%"
"1996-10-07","1.3533","1.3548","1.3552","1.3519","","-0.08%"
"1996-10-04","1.3544","1.3605","1.3615","1.3535","","-0.43%"
"1996-10-03","1.3603","1.3594","1.3617","1.3590","","0.07%"
"1996-10-02","1.3594","1.3596","1.3624","1.3590","","0.01%"
"1996-10-01","1.3592","1.3619","1.3634","1.3588","","-0.20%"
"1996-09-30","1.3619","1.3632","1.3648","1.3615","","-0.07%"
"1996-09-27","1.3628","1.3679","1.3683","1.3617","","-0.38%"
"1996-09-26","1.3680","1.3661","1.3685","1.3643","","0.12%"
"1996-09-25","1.3664","1.3670","1.3672","1.3655","","-0.04%"
"1996-09-24","1.3670","1.3672","1.3685","1.3643","","0.00%"
"1996-09-23","1.3670","1.3672","1.3676","1.3659","","-0.01%"
"1996-09-20","1.3672","1.3706","1.3706","1.3666","","-0.23%"
"1996-09-19","1.3704","1.3716","1.3720","1.3699","","-0.09%"
"1996-09-18","1.3716","1.3710","1.3727","1.3702","","0.06%"
"1996-09-17","1.3708","1.3704","1.3721","1.3699","","0.03%"
"1996-09-16","1.3704","1.3701","1.3712","1.3689","","0.05%"
"1996-09-13","1.3697","1.3716","1.3725","1.3687","","-0.16%"
"1996-09-12","1.3719","1.3715","1.3730","1.3703","","0.05%"
"1996-09-11","1.3712","1.3704","1.3723","1.3702","","0.04%"
"1996-09-10","1.3706","1.3702","1.3721","1.3683","","0.00%"
"1996-09-09","1.3706","1.3729","1.3737","1.3700","","-0.18%"
"1996-09-06","1.3731","1.3731","1.3748","1.3702","","0.00%"
"1996-09-05","1.3731","1.3697","1.3735","1.3681","","0.25%"
"1996-09-04","1.3697","1.3699","1.3708","1.3693","","-0.02%"
"1996-09-03","1.3700","1.3693","1.3708","1.3679","","0.05%"
"1996-09-02","1.3693","1.3680","1.3693","1.3678","","0.07%"
"1996-08-30","1.3683","1.3668","1.3691","1.3659","","0.10%"
"1996-08-29","1.3670","1.3657","1.3672","1.3653","","0.11%"
"1996-08-28","1.3655","1.3680","1.3680","1.3653","","-0.20%"
"1996-08-27","1.3683","1.3706","1.3712","1.3668","","-0.17%"
"1996-08-26","1.3706","1.3708","1.3712","1.3697","","0.00%"
"1996-08-23","1.3706","1.3689","1.3723","1.3683","","0.09%"
"1996-08-22","1.3693","1.3746","1.3758","1.3678","","-0.37%"
"1996-08-21","1.3744","1.3739","1.3746","1.3733","","0.04%"
"1996-08-20","1.3739","1.3725","1.3756","1.3720","","0.10%"
"1996-08-19","1.3725","1.3737","1.3750","1.3723","","-0.10%"
"1996-08-16","1.3739","1.3740","1.3748","1.3723","","-0.04%"
"1996-08-15","1.3744","1.3739","1.3784","1.3737","","0.01%"
"1996-08-14","1.3742","1.3744","1.3763","1.3731","","0.00%"
"1996-08-13","1.3742","1.3714","1.3752","1.3702","","0.19%"
"1996-08-12","1.3716","1.3708","1.3721","1.3685","","0.10%"
"1996-08-09","1.3702","1.3710","1.3748","1.3685","","-0.06%"
"1996-08-08","1.3710","1.3725","1.3741","1.3693","","-0.11%"
"1996-08-07","1.3725","1.3735","1.3748","1.3716","","-0.07%"
"1996-08-06","1.3735","1.3758","1.3773","1.3725","","-0.17%"
"1996-08-05","1.3759","1.3749","1.3762","1.3731","","0.07%"
"1996-08-02","1.3750","1.3739","1.3773","1.3725","","0.09%"
"1996-08-01","1.3738","1.3753","1.3764","1.3693","","-0.09%"
"1996-07-31","1.3750","1.3742","1.3754","1.3725","","0.06%"
"1996-07-30","1.3742","1.3731","1.3750","1.3720","","0.08%"
"1996-07-29","1.3731","1.3750","1.3760","1.3712","","-0.14%"
"1996-07-26","1.3750","1.3758","1.3762","1.3727","","-0.07%"
"1996-07-25","1.3760","1.3713","1.3768","1.3703","","0.35%"
"1996-07-24","1.3712","1.3714","1.3733","1.3706","","-0.03%"
"1996-07-23","1.3716","1.3695","1.3727","1.3683","","0.14%"
"1996-07-22","1.3697","1.3664","1.3697","1.3653","","0.21%"
"1996-07-19","1.3668","1.3647","1.3691","1.3641","","0.14%"
"1996-07-18","1.3649","1.3731","1.3744","1.3639","","-0.61%"
"1996-07-17","1.3733","1.3699","1.3737","1.3678","","0.26%"
"1996-07-16","1.3698","1.3710","1.3747","1.3688","","-0.11%"
"1996-07-15","1.3713","1.3695","1.3716","1.3679","","0.15%"
"1996-07-12","1.3693","1.3702","1.3720","1.3687","","-0.08%"
"1996-07-11","1.3704","1.3672","1.3710","1.3664","","0.22%"
"1996-07-10","1.3674","1.3674","1.3697","1.3664","","-0.01%"
"1996-07-09","1.3675","1.3700","1.3723","1.3674","","-0.19%"
"1996-07-08","1.3701","1.3687","1.3718","1.3680","","0.15%"
"1996-07-05","1.3680","1.3592","1.3703","1.3588","","0.64%"
"1996-07-04","1.3593","1.3605","1.3611","1.3587","","-0.10%"
"1996-07-03","1.3607","1.3597","1.3617","1.3595","","0.07%"
"1996-07-02","1.3597","1.3633","1.3644","1.3588","","-0.26%"
"1996-07-01","1.3633","1.3638","1.3648","1.3625","","-0.01%"
"1996-06-28","1.3635","1.3635","1.3667","1.3620","","0.01%"
"1996-06-27","1.3634","1.3603","1.3638","1.3600","","0.23%"
"1996-06-26","1.3603","1.3584","1.3617","1.3579","","0.11%"
"1996-06-25","1.3588","1.3592","1.3598","1.3567","","-0.04%"
"1996-06-24","1.3594","1.3643","1.3659","1.3586","","-0.37%"
"1996-06-21","1.3645","1.3671","1.3681","1.3640","","-0.15%"
"1996-06-20","1.3666","1.3679","1.3685","1.3664","","-0.04%"
"1996-06-19","1.3672","1.3685","1.3695","1.3668","","-0.12%"
"1996-06-18","1.3689","1.3675","1.3694","1.3645","","0.10%"
"1996-06-17","1.3676","1.3645","1.3679","1.3638","","0.18%"
"1996-06-14","1.3651","1.3672","1.3708","1.3632","","-0.18%"
"1996-06-13","1.3676","1.3674","1.3691","1.3662","","0.01%"
"1996-06-12","1.3674","1.3653","1.3676","1.3645","","0.14%"
"1996-06-11","1.3655","1.3636","1.3659","1.3630","","0.12%"
"1996-06-10","1.3638","1.3644","1.3650","1.3618","","-0.07%"
"1996-06-07","1.3647","1.3646","1.3673","1.3637","","0.01%"
"1996-06-06","1.3645","1.3659","1.3675","1.3630","","-0.10%"
"1996-06-05","1.3658","1.3685","1.3698","1.3649","","-0.17%"
"1996-06-04","1.3681","1.3683","1.3698","1.3679","","-0.04%"
"1996-06-03","1.3687","1.3689","1.3699","1.3674","","0.00%"
"1996-05-31","1.3687","1.3695","1.3729","1.3687","","-0.07%"
"1996-05-30","1.3697","1.3729","1.3734","1.3677","","-0.22%"
"1996-05-29","1.3727","1.3767","1.3773","1.3708","","-0.28%"
"1996-05-28","1.3765","1.3735","1.3769","1.3720","","0.19%"
"1996-05-27","1.3739","1.3742","1.3744","1.3726","","0.03%"
"1996-05-24","1.3735","1.3746","1.3777","1.3735","","-0.08%"
"1996-05-23","1.3746","1.3720","1.3765","1.3687","","0.17%"
"1996-05-22","1.3723","1.3720","1.3733","1.3714","","0.00%"
"1996-05-21","1.3723","1.3720","1.3731","1.3700","","0.01%"
"1996-05-20","1.3722","1.3693","1.3755","1.3687","","0.21%"
"1996-05-17","1.3693","1.3693","1.3718","1.3681","","0.00%"
"1996-05-16","1.3693","1.3678","1.3701","1.3664","","0.10%"
"1996-05-15","1.3679","1.3680","1.3701","1.3668","","-0.06%"
"1996-05-14","1.3687","1.3653","1.3710","1.3643","","0.23%"
"1996-05-13","1.3655","1.3706","1.3749","1.3645","","-0.36%"
"1996-05-10","1.3705","1.3669","1.3710","1.3660","","0.25%"
"1996-05-09","1.3671","1.3658","1.3684","1.3634","","0.07%"
"1996-05-08","1.3661","1.3645","1.3695","1.3635","","0.15%"
"1996-05-07","1.3641","1.3647","1.3670","1.3637","","-0.04%"
"1996-05-06","1.3647","1.3645","1.3666","1.3632","","-0.04%"
"1996-05-03","1.3652","1.3625","1.3663","1.3616","","0.18%"
"1996-05-02","1.3627","1.3611","1.3635","1.3577","","0.12%"
"1996-05-01","1.3610","1.3610","1.3630","1.3605","","0.01%"
"1996-04-30","1.3609","1.3613","1.3629","1.3591","","-0.07%"
"1996-04-29","1.3618","1.3605","1.3643","1.3603","","0.06%"
"1996-04-26","1.3610","1.3625","1.3640","1.3602","","-0.10%"
"1996-04-25","1.3624","1.3643","1.3659","1.3622","","-0.19%"
"1996-04-24","1.3650","1.3619","1.3685","1.3557","","0.23%"
"1996-04-23","1.3619","1.3634","1.3637","1.3609","","-0.08%"
"1996-04-22","1.3630","1.3622","1.3632","1.3596","","0.04%"
"1996-04-19","1.3625","1.3634","1.3660","1.3611","","-0.07%"
"1996-04-18","1.3634","1.3563","1.3640","1.3552","","0.51%"
"1996-04-17","1.3565","1.3584","1.3592","1.3554","","-0.17%"
"1996-04-16","1.3588","1.3556","1.3590","1.3548","","0.23%"
"1996-04-15","1.3557","1.3562","1.3573","1.3547","","-0.06%"
"1996-04-12","1.3565","1.3569","1.3573","1.3554","","-0.04%"
"1996-04-11","1.3570","1.3565","1.3575","1.3549","","0.05%"
"1996-04-10","1.3563","1.3584","1.3603","1.3560","","-0.17%"
"1996-04-09","1.3586","1.3582","1.3598","1.3542","","0.04%"
"1996-04-08","1.3580","1.3565","1.3587","1.3550","","0.15%"
"1996-04-05","1.3560","1.3575","1.3577","1.3558","","-0.13%"
"1996-04-04","1.3577","1.3579","1.3587","1.3565","","0.00%"
"1996-04-03","1.3577","1.3546","1.3579","1.3543","","0.20%"
"1996-04-02","1.3550","1.3548","1.3560","1.3537","","0.04%"
"1996-04-01","1.3544","1.3592","1.3594","1.3533","","-0.35%"
"1996-03-29","1.3592","1.3632","1.3641","1.3560","","-0.34%"
"1996-03-28","1.3638","1.3636","1.3660","1.3623","","0.04%"
"1996-03-27","1.3632","1.3619","1.3653","1.3603","","0.11%"
"1996-03-26","1.3617","1.3629","1.3641","1.3608","","-0.08%"
"1996-03-25","1.3628","1.3622","1.3634","1.3588","","0.03%"
"1996-03-22","1.3624","1.3620","1.3636","1.3607","","0.04%"
"1996-03-21","1.3619","1.3593","1.3631","1.3571","","0.15%"
"1996-03-20","1.3598","1.3588","1.3608","1.3580","","0.10%"
"1996-03-19","1.3584","1.3582","1.3605","1.3548","","-0.03%"
"1996-03-18","1.3588","1.3636","1.3647","1.3575","","-0.35%"
"1996-03-15","1.3636","1.3685","1.3700","1.3617","","-0.34%"
"1996-03-14","1.3683","1.3678","1.3708","1.3666","","-0.01%"
"1996-03-13","1.3685","1.3683","1.3693","1.3662","","-0.04%"
"1996-03-12","1.3690","1.3661","1.3695","1.3627","","0.24%"
"1996-03-11","1.3657","1.3683","1.3685","1.3628","","-0.19%"
"1996-03-08","1.3683","1.3720","1.3748","1.3643","","-0.28%"
"1996-03-07","1.3721","1.3688","1.3743","1.3643","","0.26%"
"1996-03-06","1.3685","1.3729","1.3739","1.3679","","-0.31%"
"1996-03-05","1.3727","1.3723","1.3740","1.3681","","0.07%"
"1996-03-04","1.3718","1.3704","1.3738","1.3698","","0.03%"
"1996-03-01","1.3714","1.3704","1.3714","1.3664","","0.09%"
"1996-02-29","1.3701","1.3765","1.3793","1.3700","","-0.45%"
"1996-02-28","1.3763","1.3752","1.3777","1.3733","","0.12%"
"1996-02-27","1.3746","1.3737","1.3748","1.3706","","0.04%"
"1996-02-26","1.3740","1.3758","1.3788","1.3730","","-0.16%"
"1996-02-23","1.3762","1.3752","1.3780","1.3733","","0.13%"
"1996-02-22","1.3744","1.3765","1.3773","1.3733","","-0.21%"
"1996-02-21","1.3773","1.3809","1.3832","1.3762","","-0.35%"
"1996-02-20","1.3822","1.3850","1.3853","1.3788","","-0.22%"
"1996-02-19","1.3853","1.3821","1.3868","1.3801","","0.30%"
"1996-02-16","1.3811","1.3805","1.3832","1.3786","","0.07%"
"1996-02-15","1.3801","1.3802","1.3806","1.3778","","-0.01%"
"1996-02-14","1.3803","1.3725","1.3807","1.3723","","0.57%"
"1996-02-13","1.3725","1.3716","1.3740","1.3708","","0.09%"
"1996-02-12","1.3712","1.3716","1.3729","1.3695","","-0.01%"
"1996-02-09","1.3714","1.3723","1.3746","1.3708","","-0.01%"
"1996-02-08","1.3716","1.3666","1.3737","1.3638","","0.35%"
"1996-02-07","1.3668","1.3720","1.3729","1.3651","","-0.40%"
"1996-02-06","1.3723","1.3784","1.3798","1.3718","","-0.44%"
"1996-02-05","1.3784","1.3748","1.3786","1.3746","","0.17%"
"1996-02-02","1.3760","1.3728","1.3771","1.3717","","0.21%"
"1996-02-01","1.3731","1.3739","1.3777","1.3723","","-0.03%"
"1996-01-31","1.3735","1.3770","1.3841","1.3715","","-0.28%"
"1996-01-30","1.3773","1.3784","1.3805","1.3762","","-0.08%"
"1996-01-29","1.3784","1.3813","1.3828","1.3780","","-0.24%"
"1996-01-26","1.3817","1.3796","1.3842","1.3771","","0.18%"
"1996-01-25","1.3792","1.3708","1.3798","1.3708","","0.58%"
"1996-01-24","1.3712","1.3672","1.3714","1.3668","","0.23%"
"1996-01-23","1.3681","1.3700","1.3723","1.3673","","-0.09%"
"1996-01-22","1.3693","1.3655","1.3704","1.3651","","0.24%"
"1996-01-19","1.3660","1.3640","1.3668","1.3615","","0.18%"
"1996-01-18","1.3636","1.3640","1.3668","1.3615","","-0.07%"
"1996-01-17","1.3645","1.3687","1.3704","1.3643","","-0.28%"
"1996-01-16","1.3683","1.3626","1.3695","1.3603","","0.40%"
"1996-01-15","1.3628","1.3628","1.3649","1.3620","","-0.01%"
"1996-01-12","1.3630","1.3630","1.3639","1.3609","","0.03%"
"1996-01-11","1.3626","1.3647","1.3670","1.3620","","-0.18%"
"1996-01-10","1.3651","1.3628","1.3674","1.3603","","0.26%"
"1996-01-09","1.3615","1.3643","1.3643","1.3603","","-0.18%"
"1996-01-08","1.3639","1.3578","1.3643","1.3574","","0.40%"
"1996-01-05","1.3584","1.3558","1.3613","1.3552","","0.24%"
"1996-01-04","1.3552","1.3537","1.3567","1.3512","","0.14%"
"1996-01-03","1.3533","1.3544","1.3559","1.3520","","-0.18%"
"1996-01-02","1.3557","1.3638","1.3651","1.3546","","-0.63%"
"1995-12-29","1.3643","1.3617","1.3657","1.3603","","0.21%"
"1995-12-28","1.3615","1.3577","1.3619","1.3573","","0.27%"
"1995-12-27","1.3578","1.3599","1.3625","1.3573","","-0.18%"
"1995-12-26","1.3603","1.3625","1.3636","1.3595","","-0.16%"
"1995-12-25","1.3625","1.3625","1.3625","1.3625","","0.00%"
"1995-12-22","1.3625","1.3630","1.3668","1.3617","","-0.07%"
"1995-12-21","1.3634","1.3672","1.3680","1.3586","","-0.31%"
"1995-12-20","1.3676","1.3729","1.3737","1.3668","","-0.45%"
"1995-12-19","1.3738","1.3782","1.3797","1.3731","","-0.27%"
"1995-12-18","1.3775","1.3728","1.3785","1.3720","","0.36%"
"1995-12-15","1.3725","1.3737","1.3766","1.3715","","-0.14%"
"1995-12-14","1.3744","1.3761","1.3767","1.3731","","-0.17%"
"1995-12-13","1.3767","1.3780","1.3790","1.3740","","-0.04%"
"1995-12-12","1.3773","1.3817","1.3819","1.3750","","-0.32%"
"1995-12-11","1.3817","1.3756","1.3822","1.3752","","0.32%"
"1995-12-08","1.3773","1.3691","1.3777","1.3685","","0.63%"
"1995-12-07","1.3687","1.3643","1.3697","1.3643","","0.25%"
"1995-12-06","1.3653","1.3657","1.3662","1.3632","","-0.05%"
"1995-12-05","1.3660","1.3676","1.3683","1.3653","","-0.17%"
"1995-12-04","1.3683","1.3649","1.3687","1.3640","","0.22%"
"1995-12-01","1.3653","1.3607","1.3672","1.3601","","0.40%"
"1995-11-30","1.3598","1.3571","1.3608","1.3543","","0.12%"
"1995-11-29","1.3582","1.3560","1.3617","1.3560","","0.17%"
"1995-11-28","1.3559","1.3531","1.3576","1.3527","","0.25%"
"1995-11-27","1.3525","1.3533","1.3542","1.3512","","-0.07%"
"1995-11-24","1.3535","1.3529","1.3550","1.3527","","0.01%"
"1995-11-23","1.3533","1.3531","1.3548","1.3516","","-0.01%"
"1995-11-22","1.3535","1.3527","1.3563","1.3515","","0.04%"
"1995-11-21","1.3529","1.3516","1.3537","1.3466","","0.11%"
"1995-11-20","1.3514","1.3518","1.3523","1.3493","","-0.10%"
"1995-11-17","1.3527","1.3542","1.3573","1.3502","","-0.14%"
"1995-11-16","1.3546","1.3538","1.3559","1.3523","","0.04%"
"1995-11-15","1.3541","1.3524","1.3595","1.3522","","0.09%"
"1995-11-14","1.3529","1.3493","1.3554","1.3487","","0.19%"
"1995-11-13","1.3504","1.3515","1.3516","1.3483","","-0.04%"
"1995-11-10","1.3510","1.3520","1.3545","1.3496","","-0.07%"
"1995-11-09","1.3520","1.3535","1.3570","1.3515","","-0.11%"
"1995-11-08","1.3535","1.3575","1.3592","1.3517","","-0.29%"
"1995-11-07","1.3575","1.3518","1.3593","1.3515","","0.47%"
"1995-11-06","1.3512","1.3467","1.3530","1.3458","","0.27%"
"1995-11-03","1.3475","1.3442","1.3485","1.3423","","0.22%"
"1995-11-02","1.3445","1.3505","1.3543","1.3410","","-0.33%"
"1995-11-01","1.3490","1.3447","1.3505","1.3400","","0.33%"
"1995-10-31","1.3445","1.3625","1.3755","1.3445","","-1.21%"
"1995-10-30","1.3610","1.3635","1.3710","1.3510","","-0.18%"
"1995-10-27","1.3635","1.3710","1.3775","1.3600","","-0.51%"
"1995-10-26","1.3705","1.3600","1.3710","1.3597","","0.40%"
"1995-10-25","1.3650","1.3680","1.3715","1.3630","","-0.18%"
"1995-10-24","1.3675","1.3730","1.3795","1.3645","","-0.42%"
"1995-10-23","1.3733","1.3565","1.3755","1.3559","","1.28%"
"1995-10-20","1.3560","1.3428","1.3570","1.3409","","1.07%"
"1995-10-19","1.3417","1.3393","1.3421","1.3357","","0.15%"
"1995-10-18","1.3397","1.3377","1.3417","1.3370","","0.13%"
"1995-10-17","1.3380","1.3357","1.3392","1.3352","","0.19%"
"1995-10-16","1.3355","1.3394","1.3413","1.3347","","-0.28%"
"1995-10-13","1.3392","1.3386","1.3405","1.3333","","0.06%"
"1995-10-12","1.3384","1.3357","1.3417","1.3350","","0.19%"
"1995-10-11","1.3358","1.3333","1.3393","1.3326","","0.06%"
"1995-10-10","1.3350","1.3355","1.3408","1.3345","","-0.04%"
"1995-10-09","1.3355","1.3320","1.3370","1.3320","","0.26%"
"1995-10-06","1.3320","1.3365","1.3400","1.3295","","-0.30%"
"1995-10-05","1.3360","1.3335","1.3375","1.3330","","0.23%"
"1995-10-04","1.3330","1.3301","1.3343","1.3275","","0.21%"
"1995-10-03","1.3302","1.3379","1.3386","1.3274","","-0.58%"
"1995-10-02","1.3380","1.3388","1.3405","1.3363","","-0.28%"
"1995-09-29","1.3418","1.3500","1.3506","1.3414","","-0.57%"
"1995-09-28","1.3495","1.3515","1.3537","1.3490","","-0.11%"
"1995-09-27","1.3510","1.3455","1.3521","1.3440","","0.39%"
"1995-09-26","1.3458","1.3450","1.3483","1.3439","","0.06%"
"1995-09-25","1.3450","1.3460","1.3465","1.3433","","-0.41%"
"1995-09-22","1.3505","1.3495","1.3550","1.3485","","-0.07%"
"1995-09-21","1.3515","1.3568","1.3602","1.3505","","-0.40%"
"1995-09-20","1.3569","1.3590","1.3643","1.3569","","-0.19%"
"1995-09-19","1.3595","1.3595","1.3645","1.3572","","0.00%"
"1995-09-18","1.3595","1.3660","1.3693","1.3593","","-0.48%"
"1995-09-15","1.3660","1.3673","1.3700","1.3595","","-0.04%"
"1995-09-14","1.3665","1.3597","1.3741","1.3577","","0.57%"
"1995-09-13","1.3587","1.3473","1.3605","1.3450","","0.84%"
"1995-09-12","1.3474","1.3439","1.3489","1.3422","","0.22%"
"1995-09-11","1.3445","1.3397","1.3452","1.3390","","0.52%"
"1995-09-08","1.3376","1.3417","1.3458","1.3353","","-0.35%"
"1995-09-07","1.3423","1.3368","1.3432","1.3347","","0.43%"
"1995-09-06","1.3365","1.3417","1.3417","1.3355","","-0.37%"
"1995-09-05","1.3415","1.3442","1.3473","1.3397","","-0.21%"
"1995-09-04","1.3443","1.3443","1.3452","1.3427","","0.04%"
"1995-09-01","1.3438","1.3435","1.3450","1.3417","","0.06%"
"1995-08-31","1.3430","1.3403","1.3452","1.3380","","0.20%"
"1995-08-30","1.3403","1.3409","1.3416","1.3345","","-0.07%"
"1995-08-29","1.3412","1.3395","1.3436","1.3380","","0.16%"
"1995-08-28","1.3390","1.3448","1.3464","1.3382","","-0.42%"
"1995-08-25","1.3447","1.3533","1.3537","1.3432","","-0.65%"
"1995-08-24","1.3535","1.3593","1.3600","1.3525","","-0.44%"
"1995-08-23","1.3595","1.3566","1.3595","1.3540","","0.24%"
"1995-08-22","1.3563","1.3582","1.3584","1.3558","","-0.14%"
"1995-08-21","1.3582","1.3582","1.3598","1.3575","","-0.04%"
"1995-08-18","1.3588","1.3603","1.3603","1.3563","","-0.12%"
"1995-08-17","1.3605","1.3580","1.3620","1.3578","","0.15%"
"1995-08-16","1.3585","1.3580","1.3620","1.3578","","-0.01%"
"1995-08-15","1.3587","1.3607","1.3627","1.3545","","-0.18%"
"1995-08-14","1.3612","1.3601","1.3644","1.3579","","0.05%"
"1995-08-11","1.3605","1.3600","1.3618","1.3553","","0.02%"
"1995-08-10","1.3602","1.3592","1.3608","1.3559","","0.03%"
"1995-08-09","1.3598","1.3584","1.3620","1.3540","","0.04%"
"1995-08-08","1.3592","1.3557","1.3597","1.3535","","0.24%"
"1995-08-07","1.3560","1.3580","1.3618","1.3525","","-0.21%"
"1995-08-04","1.3588","1.3616","1.3616","1.3547","","-0.07%"
"1995-08-03","1.3598","1.3568","1.3599","1.3563","","0.27%"
"1995-08-02","1.3561","1.3672","1.3680","1.3556","","-0.86%"
"1995-08-01","1.3678","1.3648","1.3698","1.3645","","0.21%"
"1995-07-31","1.3650","1.3672","1.3753","1.3635","","-0.16%"
"1995-07-28","1.3672","1.3605","1.3678","1.3605","","0.51%"
"1995-07-27","1.3603","1.3582","1.3619","1.3575","","0.14%"
"1995-07-26","1.3584","1.3556","1.3596","1.3556","","0.19%"
"1995-07-25","1.3558","1.3565","1.3578","1.3548","","-0.07%"
"1995-07-24","1.3567","1.3603","1.3607","1.3560","","-0.21%"
"1995-07-21","1.3595","1.3625","1.3630","1.3584","","-0.21%"
"1995-07-20","1.3623","1.3649","1.3666","1.3620","","-0.20%"
"1995-07-19","1.3650","1.3600","1.3670","1.3590","","0.37%"
"1995-07-18","1.3600","1.3556","1.3622","1.3555","","0.31%"
"1995-07-17","1.3558","1.3580","1.3590","1.3545","","-0.17%"
"1995-07-14","1.3581","1.3629","1.3629","1.3560","","-0.36%"
"1995-07-13","1.3630","1.3562","1.3645","1.3515","","0.51%"
"1995-07-12","1.3561","1.3520","1.3569","1.3512","","0.30%"
"1995-07-11","1.3520","1.3530","1.3570","1.3519","","-0.10%"
"1995-07-10","1.3533","1.3590","1.3600","1.3533","","-0.40%"
"1995-07-07","1.3588","1.3655","1.3700","1.3582","","-0.51%"
"1995-07-06","1.3657","1.3690","1.3710","1.3655","","-0.24%"
"1995-07-05","1.3690","1.3715","1.3729","1.3688","","-0.20%"
"1995-07-04","1.3718","1.3728","1.3733","1.3695","","-0.09%"
"1995-07-03","1.3730","1.3721","1.3735","1.3685","","0.07%"
"1995-06-30","1.3721","1.3768","1.3778","1.3717","","-0.32%"
"1995-06-29","1.3765","1.3750","1.3782","1.3740","","0.11%"
"1995-06-28","1.3750","1.3740","1.3785","1.3740","","0.07%"
"1995-06-27","1.3740","1.3728","1.3760","1.3716","","0.07%"
"1995-06-26","1.3730","1.3750","1.3751","1.3711","","-0.11%"
"1995-06-23","1.3745","1.3743","1.3760","1.3725","","-0.01%"
"1995-06-22","1.3746","1.3820","1.3820","1.3734","","-0.55%"
"1995-06-21","1.3822","1.3797","1.3842","1.3750","","0.20%"
"1995-06-20","1.3795","1.3825","1.3837","1.3780","","-0.16%"
"1995-06-19","1.3817","1.3821","1.3847","1.3805","","-0.04%"
"1995-06-16","1.3822","1.3791","1.3833","1.3791","","0.27%"
"1995-06-15","1.3785","1.3795","1.3818","1.3743","","-0.11%"
"1995-06-14","1.3800","1.3825","1.3840","1.3785","","-0.20%"
"1995-06-13","1.3827","1.3788","1.3850","1.3783","","0.27%"
"1995-06-12","1.3790","1.3775","1.3806","1.3765","","0.11%"
"1995-06-09","1.3775","1.3727","1.3788","1.3725","","0.36%"
"1995-06-08","1.3725","1.3780","1.3795","1.3720","","-0.49%"
"1995-06-07","1.3792","1.3815","1.3825","1.3785","","-0.18%"
"1995-06-06","1.3817","1.3785","1.3825","1.3765","","0.32%"
"1995-06-05","1.3773","1.3771","1.3788","1.3740","","0.02%"
"1995-06-02","1.3770","1.3740","1.3792","1.3705","","0.29%"
"1995-06-01","1.3730","1.3705","1.3768","1.3685","","0.22%"
"1995-05-31","1.3700","1.3717","1.3735","1.3680","","-0.13%"
"1995-05-30","1.3718","1.3693","1.3726","1.3673","","0.15%"
"1995-05-29","1.3698","1.3720","1.3720","1.3675","","-0.16%"
"1995-05-26","1.3720","1.3695","1.3739","1.3687","","0.18%"
"1995-05-25","1.3695","1.3650","1.3711","1.3635","","0.37%"
"1995-05-24","1.3645","1.3638","1.3666","1.3607","","0.04%"
"1995-05-23","1.3640","1.3677","1.3707","1.3640","","-0.26%"
"1995-05-22","1.3675","1.3565","1.3690","1.3563","","0.86%"
"1995-05-19","1.3558","1.3551","1.3589","1.3547","","0.00%"
"1995-05-18","1.3558","1.3555","1.3605","1.3543","","0.02%"
"1995-05-17","1.3555","1.3557","1.3600","1.3538","","0.09%"
"1995-05-16","1.3543","1.3590","1.3630","1.3540","","-0.35%"
"1995-05-15","1.3590","1.3515","1.3610","1.3515","","0.52%"
"1995-05-12","1.3520","1.3497","1.3572","1.3493","","0.19%"
"1995-05-11","1.3495","1.3545","1.3547","1.3495","","-0.33%"
"1995-05-10","1.3540","1.3577","1.3618","1.3535","","-0.33%"
"1995-05-09","1.3585","1.3583","1.3604","1.3545","","-0.04%"
"1995-05-08","1.3590","1.3535","1.3600","1.3535","","0.42%"
"1995-05-05","1.3533","1.3634","1.3643","1.3523","","-0.77%"
"1995-05-04","1.3638","1.3622","1.3657","1.3617","","0.13%"
"1995-05-03","1.3620","1.3577","1.3655","1.3575","","0.28%"
"1995-05-02","1.3582","1.3548","1.3586","1.3523","","0.18%"
"1995-05-01","1.3557","1.3555","1.3585","1.3549","","-0.02%"
"1995-04-28","1.3560","1.3625","1.3647","1.3555","","-0.53%"
"1995-04-27","1.3632","1.3615","1.3655","1.3607","","0.12%"
"1995-04-26","1.3615","1.3645","1.3652","1.3609","","-0.23%"
"1995-04-25","1.3647","1.3635","1.3675","1.3620","","0.01%"
"1995-04-24","1.3645","1.3724","1.3733","1.3635","","-0.52%"
"1995-04-21","1.3717","1.3691","1.3725","1.3672","","0.21%"
"1995-04-20","1.3688","1.3703","1.3724","1.3667","","-0.19%"
"1995-04-19","1.3714","1.3710","1.3744","1.3693","","0.07%"
"1995-04-18","1.3705","1.3665","1.3710","1.3658","","0.24%"
"1995-04-17","1.3672","1.3695","1.3706","1.3639","","-0.13%"
"1995-04-14","1.3690","1.3732","1.3732","1.3680","","-0.36%"
"1995-04-13","1.3739","1.3730","1.3795","1.3723","","-0.08%"
"1995-04-12","1.3750","1.3839","1.3840","1.3745","","-0.65%"
"1995-04-11","1.3840","1.3795","1.3850","1.3752","","0.29%"
"1995-04-10","1.3800","1.3905","1.3910","1.3785","","-0.83%"
"1995-04-07","1.3915","1.3885","1.3930","1.3873","","0.23%"
"1995-04-06","1.3883","1.3921","1.3945","1.3875","","-0.27%"
