"Date","Price","Open","High","Low","Vol.","Change %"
"1991-07-09","1.1488","1.1488","1.1490","1.1462","","0.18%"
"1991-07-08","1.1467","1.1467","1.1467","1.1435","","0.31%"
"1991-07-05","1.1431","1.1431","1.1446","1.1430","","0.05%"
"1991-07-04","1.1425","1.1425","1.1429","1.1418","","0.00%"
"1991-07-03","1.1425","1.1425","1.1437","1.1416","","0.00%"
"1991-07-02","1.1425","1.1425","1.1450","1.1422","","-0.02%"
"1991-07-01","1.1427","1.1427","1.1431","1.1402","","0.10%"
"1991-06-28","1.1416","1.1416","1.1423","1.1410","","-0.04%"
"1991-06-27","1.1421","1.1421","1.1433","1.1419","","-0.01%"
"1991-06-26","1.1422","1.1422","1.1427","1.1413","","0.02%"
"1991-06-25","1.1420","1.1420","1.1431","1.1416","","-0.10%"
"1991-06-24","1.1431","1.1431","1.1448","1.1421","","-0.03%"
"1991-06-21","1.1435","1.1435","1.1435","1.1414","","0.13%"
"1991-06-20","1.1420","1.1420","1.1428","1.1410","","-0.06%"
"1991-06-19","1.1427","1.1427","1.1441","1.1418","","0.00%"
"1991-06-18","1.1427","1.1427","1.1433","1.1412","","0.10%"
"1991-06-17","1.1416","1.1416","1.1431","1.1412","","-0.13%"
"1991-06-14","1.1431","1.1431","1.1441","1.1425","","-0.02%"
"1991-06-13","1.1433","1.1433","1.1462","1.1427","","-0.08%"
"1991-06-12","1.1442","1.1442","1.1451","1.1433","","-0.02%"
"1991-06-11","1.1444","1.1444","1.1479","1.1442","","-0.27%"
"1991-06-10","1.1475","1.1475","1.1502","1.1467","","-0.02%"
"1991-06-07","1.1477","1.1477","1.1490","1.1458","","0.15%"
"1991-06-06","1.1460","1.1460","1.1478","1.1453","","-0.02%"
"1991-06-05","1.1462","1.1462","1.1466","1.1445","","0.14%"
"1991-06-04","1.1446","1.1446","1.1454","1.1433","","0.03%"
"1991-06-03","1.1442","1.1442","1.1455","1.1438","","-0.03%"
"1991-05-31","1.1446","1.1446","1.1454","1.1427","","0.03%"
"1991-05-30","1.1442","1.1442","1.1483","1.1438","","-0.18%"
"1991-05-29","1.1463","1.1463","1.1474","1.1456","","0.01%"
"1991-05-28","1.1462","1.1462","1.1488","1.1455","","-0.20%"
"1991-05-27","1.1485","1.1485","1.1500","1.1484","","-0.10%"
"1991-05-24","1.1496","1.1496","1.1507","1.1482","","0.02%"
"1991-05-23","1.1494","1.1494","1.1536","1.1481","","-0.03%"
"1991-05-22","1.1498","1.1498","1.1505","1.1481","","0.09%"
"1991-05-21","1.1488","1.1488","1.1502","1.1477","","-0.03%"
"1991-05-20","1.1492","1.1492","1.1507","1.1492","","-0.02%"
"1991-05-17","1.1494","1.1494","1.1515","1.1492","","-0.02%"
"1991-05-16","1.1496","1.1496","1.1504","1.1481","","0.03%"
"1991-05-15","1.1492","1.1492","1.1513","1.1482","","-0.18%"
"1991-05-14","1.1513","1.1513","1.1521","1.1498","","0.10%"
"1991-05-13","1.1502","1.1502","1.1513","1.1497","","-0.08%"
"1991-05-10","1.1511","1.1511","1.1538","1.1507","","-0.15%"
"1991-05-09","1.1528","1.1528","1.1538","1.1513","","0.08%"
"1991-05-08","1.1519","1.1519","1.1526","1.1498","","0.05%"
"1991-05-07","1.1513","1.1513","1.1515","1.1496","","0.05%"
"1991-05-06","1.1507","1.1507","1.1521","1.1502","","-0.03%"
"1991-05-03","1.1511","1.1511","1.1519","1.1488","","0.17%"
"1991-05-02","1.1492","1.1492","1.1530","1.1482","","-0.20%"
"1991-05-01","1.1515","1.1515","1.1538","1.1504","","-0.11%"
"1991-04-30","1.1528","1.1528","1.1536","1.1498","","0.08%"
"1991-04-29","1.1519","1.1519","1.1547","1.1513","","-0.03%"
"1991-04-26","1.1522","1.1522","1.1534","1.1502","","-0.09%"
"1991-04-25","1.1532","1.1532","1.1547","1.1517","","-0.09%"
"1991-04-24","1.1542","1.1542","1.1564","1.1529","","-0.21%"
"1991-04-23","1.1566","1.1566","1.1589","1.1553","","-0.20%"
"1991-04-22","1.1589","1.1589","1.1601","1.1557","","0.33%"
"1991-04-19","1.1551","1.1551","1.1555","1.1522","","0.30%"
"1991-04-18","1.1517","1.1517","1.1532","1.1498","","0.15%"
"1991-04-17","1.1500","1.1500","1.1513","1.1486","","0.09%"
"1991-04-16","1.1490","1.1490","1.1494","1.1473","","0.11%"
"1991-04-15","1.1477","1.1477","1.1515","1.1475","","-0.30%"
"1991-04-12","1.1511","1.1511","1.1524","1.1490","","0.05%"
"1991-04-11","1.1505","1.1505","1.1528","1.1488","","-0.09%"
"1991-04-10","1.1515","1.1515","1.1534","1.1509","","-0.07%"
"1991-04-09","1.1523","1.1523","1.1539","1.1522","","-0.13%"
"1991-04-08","1.1538","1.1538","1.1549","1.1532","","-0.03%"
"1991-04-05","1.1542","1.1542","1.1562","1.1532","","-0.13%"
"1991-04-04","1.1557","1.1557","1.1566","1.1551","","0.00%"
"1991-04-03","1.1557","1.1557","1.1562","1.1543","","0.05%"
"1991-04-02","1.1551","1.1551","1.1587","1.1545","","-0.25%"
"1991-04-01","1.1580","1.1580","1.1595","1.1578","","-0.06%"
"1991-03-29","1.1587","1.1587","1.1591","1.1576","","0.10%"
"1991-03-28","1.1576","1.1576","1.1601","1.1566","","-0.13%"
"1991-03-27","1.1591","1.1591","1.1624","1.1585","","-0.07%"
"1991-03-26","1.1599","1.1599","1.1627","1.1580","","-0.16%"
"1991-03-25","1.1618","1.1618","1.1622","1.1574","","0.33%"
"1991-03-22","1.1580","1.1580","1.1593","1.1561","","0.22%"
"1991-03-21","1.1555","1.1555","1.1576","1.1551","","-0.15%"
"1991-03-20","1.1572","1.1572","1.1597","1.1553","","0.20%"
"1991-03-19","1.1549","1.1549","1.1568","1.1536","","0.06%"
"1991-03-18","1.1542","1.1542","1.1581","1.1528","","-0.15%"
"1991-03-15","1.1559","1.1559","1.1562","1.1532","","0.16%"
"1991-03-14","1.1541","1.1541","1.1556","1.1524","","0.01%"
"1991-03-13","1.1540","1.1540","1.1549","1.1515","","0.00%"
"1991-03-12","1.1540","1.1540","1.1572","1.1532","","-0.16%"
"1991-03-11","1.1559","1.1559","1.1635","1.1549","","-0.51%"
"1991-03-08","1.1618","1.1618","1.1641","1.1587","","0.18%"
"1991-03-07","1.1597","1.1597","1.1603","1.1578","","0.09%"
"1991-03-06","1.1587","1.1587","1.1610","1.1570","","0.11%"
"1991-03-05","1.1574","1.1574","1.1578","1.1536","","0.16%"
"1991-03-04","1.1555","1.1555","1.1572","1.1523","","0.29%"
"1991-03-01","1.1522","1.1522","1.1546","1.1493","","0.21%"
"1991-02-28","1.1498","1.1498","1.1517","1.1492","","-0.15%"
"1991-02-27","1.1515","1.1515","1.1526","1.1486","","-0.05%"
"1991-02-26","1.1521","1.1521","1.1538","1.1508","","-0.02%"
"1991-02-25","1.1523","1.1523","1.1541","1.1515","","-0.01%"
"1991-02-22","1.1524","1.1524","1.1528","1.1491","","0.28%"
"1991-02-21","1.1492","1.1492","1.1540","1.1490","","-0.31%"
"1991-02-20","1.1528","1.1528","1.1542","1.1522","","-0.05%"
"1991-02-19","1.1534","1.1534","1.1549","1.1522","","0.02%"
"1991-02-18","1.1532","1.1532","1.1534","1.1502","","0.02%"
"1991-02-15","1.1530","1.1530","1.1547","1.1517","","0.07%"
"1991-02-14","1.1522","1.1522","1.1546","1.1522","","-0.12%"
"1991-02-13","1.1536","1.1536","1.1543","1.1524","","0.02%"
"1991-02-12","1.1534","1.1534","1.1555","1.1528","","-0.18%"
"1991-02-11","1.1555","1.1555","1.1587","1.1547","","-0.23%"
"1991-02-08","1.1582","1.1582","1.1598","1.1578","","-0.04%"
"1991-02-07","1.1587","1.1587","1.1603","1.1562","","0.10%"
"1991-02-06","1.1576","1.1576","1.1591","1.1568","","-0.06%"
"1991-02-05","1.1583","1.1583","1.1611","1.1578","","-0.14%"
"1991-02-04","1.1599","1.1599","1.1601","1.1568","","0.02%"
"1991-02-01","1.1597","1.1597","1.1633","1.1593","","-0.28%"
"1991-01-31","1.1629","1.1629","1.1650","1.1601","","0.22%"
"1991-01-30","1.1604","1.1604","1.1616","1.1568","","-0.05%"
"1991-01-29","1.1610","1.1610","1.1637","1.1578","","-0.12%"
"1991-01-28","1.1624","1.1624","1.1636","1.1608","","-0.16%"
"1991-01-25","1.1643","1.1643","1.1665","1.1584","","0.40%"
"1991-01-24","1.1597","1.1597","1.1616","1.1557","","0.22%"
"1991-01-23","1.1572","1.1572","1.1612","1.1562","","-0.11%"
"1991-01-22","1.1585","1.1585","1.1631","1.1572","","-0.05%"
"1991-01-21","1.1591","1.1591","1.1595","1.1557","","0.02%"
"1991-01-18","1.1589","1.1589","1.1601","1.1551","","-0.05%"
"1991-01-17","1.1595","1.1595","1.1610","1.1482","","0.82%"
"1991-01-16","1.1501","1.1501","1.1515","1.1462","","0.28%"
"1991-01-15","1.1469","1.1469","1.1502","1.1467","","-0.17%"
"1991-01-14","1.1488","1.1488","1.1536","1.1477","","-0.30%"
"1991-01-11","1.1522","1.1522","1.1554","1.1518","","-0.05%"
"1991-01-10","1.1528","1.1528","1.1559","1.1502","","0.05%"
"1991-01-09","1.1522","1.1522","1.1570","1.1515","","0.00%"
"1991-01-08","1.1522","1.1522","1.1541","1.1508","","-0.12%"
"1991-01-07","1.1536","1.1536","1.1570","1.1513","","0.18%"
"1991-01-04","1.1515","1.1515","1.1540","1.1505","","-0.13%"
"1991-01-03","1.1530","1.1530","1.1566","1.1522","","-0.20%"
"1991-01-02","1.1553","1.1553","1.1603","1.1551","","-0.38%"
"1990-12-31","1.1597","1.1597","1.1616","1.1578","","0.00%"
"1990-12-28","1.1597","1.1597","1.1620","1.1582","","-0.16%"
"1990-12-27","1.1616","1.1616","1.1631","1.1593","","0.16%"
"1990-12-26","1.1597","1.1597","1.1604","1.1587","","-0.03%"
"1990-12-25","1.1600","1.1600","1.1610","1.1595","","-0.01%"
"1990-12-24","1.1601","1.1601","1.1604","1.1593","","0.02%"
"1990-12-21","1.1599","1.1599","1.1627","1.1582","","0.03%"
"1990-12-20","1.1595","1.1595","1.1603","1.1576","","0.07%"
"1990-12-19","1.1587","1.1587","1.1604","1.1553","","0.26%"
"1990-12-18","1.1557","1.1557","1.1591","1.1542","","-0.20%"
"1990-12-17","1.1580","1.1580","1.1593","1.1557","","-0.03%"
"1990-12-14","1.1583","1.1583","1.1618","1.1578","","-0.20%"
"1990-12-13","1.1606","1.1606","1.1610","1.1585","","0.00%"
"1990-12-12","1.1606","1.1606","1.1614","1.1593","","0.04%"
"1990-12-11","1.1601","1.1601","1.1608","1.1572","","0.25%"
"1990-12-10","1.1572","1.1572","1.1612","1.1553","","-0.09%"
"1990-12-07","1.1583","1.1583","1.1633","1.1568","","-0.34%"
"1990-12-06","1.1622","1.1622","1.1643","1.1611","","-0.04%"
"1990-12-05","1.1627","1.1627","1.1643","1.1620","","-0.05%"
"1990-12-04","1.1633","1.1633","1.1665","1.1622","","-0.25%"
"1990-12-03","1.1662","1.1662","1.1667","1.1640","","0.10%"
"1990-11-30","1.1650","1.1650","1.1683","1.1633","","0.06%"
"1990-11-29","1.1643","1.1643","1.1658","1.1623","","0.02%"
"1990-11-28","1.1641","1.1641","1.1683","1.1637","","-0.09%"
"1990-11-27","1.1652","1.1652","1.1662","1.1603","","0.38%"
"1990-11-26","1.1608","1.1608","1.1618","1.1584","","0.08%"
"1990-11-23","1.1599","1.1599","1.1612","1.1572","","0.09%"
"1990-11-22","1.1589","1.1589","1.1612","1.1580","","0.03%"
"1990-11-21","1.1585","1.1585","1.1683","1.1568","","-0.05%"
"1990-11-20","1.1591","1.1591","1.1633","1.1585","","-0.36%"
"1990-11-19","1.1633","1.1633","1.1652","1.1620","","-0.02%"
"1990-11-16","1.1635","1.1635","1.1660","1.1612","","0.09%"
"1990-11-15","1.1624","1.1624","1.1644","1.1604","","0.00%"
"1990-11-14","1.1624","1.1624","1.1673","1.1618","","-0.33%"
"1990-11-13","1.1663","1.1663","1.1673","1.1644","","0.06%"
"1990-11-12","1.1656","1.1656","1.1683","1.1631","","-0.22%"
"1990-11-09","1.1682","1.1682","1.1708","1.1673","","-0.07%"
"1990-11-08","1.1690","1.1690","1.1707","1.1667","","0.15%"
"1990-11-07","1.1673","1.1673","1.1692","1.1603","","0.36%"
"1990-11-06","1.1631","1.1631","1.1633","1.1553","","0.35%"
"1990-11-05","1.1591","1.1591","1.1648","1.1561","","-0.49%"
"1990-11-02","1.1648","1.1648","1.1671","1.1637","","0.03%"
"1990-11-01","1.1645","1.1645","1.1713","1.1641","","-0.17%"
"1990-10-31","1.1665","1.1665","1.1713","1.1663","","-0.09%"
"1990-10-30","1.1675","1.1675","1.1684","1.1633","","0.34%"
"1990-10-29","1.1635","1.1635","1.1648","1.1627","","-0.07%"
"1990-10-26","1.1643","1.1643","1.1674","1.1633","","-0.15%"
"1990-10-25","1.1660","1.1660","1.1694","1.1656","","-0.18%"
"1990-10-24","1.1681","1.1681","1.1724","1.1673","","-0.36%"
"1990-10-23","1.1723","1.1723","1.1773","1.1703","","-0.29%"
"1990-10-22","1.1757","1.1757","1.1772","1.1698","","0.28%"
"1990-10-19","1.1724","1.1724","1.1753","1.1623","","0.18%"
"1990-10-18","1.1703","1.1703","1.1798","1.1598","","-0.19%"
"1990-10-17","1.1725","1.1725","1.1740","1.1562","","1.41%"
"1990-10-16","1.1562","1.1562","1.1608","1.1533","","0.18%"
"1990-10-15","1.1541","1.1541","1.1553","1.1461","","0.65%"
"1990-10-12","1.1467","1.1467","1.1477","1.1448","","0.00%"
"1990-10-11","1.1467","1.1467","1.1530","1.1454","","-0.20%"
"1990-10-10","1.1490","1.1490","1.1509","1.1488","","-0.15%"
"1990-10-09","1.1507","1.1507","1.1521","1.1498","","-0.05%"
"1990-10-08","1.1513","1.1513","1.1542","1.1502","","-0.15%"
"1990-10-05","1.1530","1.1530","1.1549","1.1482","","0.37%"
"1990-10-04","1.1488","1.1488","1.1517","1.1481","","-0.25%"
"1990-10-03","1.1517","1.1517","1.1538","1.1502","","-0.10%"
"1990-10-02","1.1528","1.1528","1.1557","1.1522","","-0.03%"
"1990-10-01","1.1532","1.1532","1.1572","1.1509","","-0.18%"
"1990-09-28","1.1553","1.1553","1.1578","1.1530","","-0.08%"
"1990-09-27","1.1562","1.1562","1.1584","1.1536","","0.06%"
"1990-09-26","1.1555","1.1555","1.1578","1.1492","","0.36%"
"1990-09-25","1.1513","1.1513","1.1530","1.1473","","0.22%"
"1990-09-24","1.1488","1.1488","1.1534","1.1482","","-0.35%"
"1990-09-21","1.1528","1.1528","1.1568","1.1522","","0.00%"
"1990-09-20","1.1528","1.1528","1.1580","1.1526","","-0.41%"
"1990-09-19","1.1576","1.1576","1.1593","1.1553","","-0.08%"
"1990-09-18","1.1585","1.1585","1.1622","1.1562","","0.11%"
"1990-09-17","1.1572","1.1572","1.1646","1.1568","","-0.63%"
"1990-09-14","1.1645","1.1645","1.1668","1.1608","","-0.09%"
"1990-09-13","1.1656","1.1656","1.1698","1.1597","","0.10%"
"1990-09-12","1.1644","1.1644","1.1696","1.1590","","0.31%"
"1990-09-11","1.1608","1.1608","1.1696","1.1597","","-0.57%"
"1990-09-10","1.1675","1.1675","1.1715","1.1618","","0.38%"
"1990-09-07","1.1631","1.1631","1.1663","1.1631","","0.51%"
"1990-09-06","1.1572","1.1572","1.1612","1.1500","","0.42%"
"1990-09-05","1.1524","1.1524","1.1613","1.1507","","-0.66%"
"1990-09-04","1.1601","1.1601","1.1628","1.1536","","0.60%"
"1990-09-03","1.1532","1.1532","1.1612","1.1502","","-0.29%"
"1990-08-31","1.1566","1.1566","1.1585","1.1465","","0.83%"
"1990-08-30","1.1471","1.1471","1.1484","1.1444","","0.82%"
"1990-08-29","1.1378","1.1378","1.1427","1.1372","","-0.39%"
"1990-08-28","1.1422","1.1422","1.1445","1.1391","","-0.13%"
"1990-08-27","1.1437","1.1437","1.1439","1.1324","","1.34%"
"1990-08-24","1.1286","1.1286","1.1372","1.1271","","-0.44%"
"1990-08-23","1.1336","1.1336","1.1353","1.1288","","-0.11%"
"1990-08-22","1.1349","1.1349","1.1402","1.1345","","-0.46%"
"1990-08-21","1.1402","1.1402","1.1449","1.1388","","-0.20%"
"1990-08-20","1.1425","1.1425","1.1450","1.1418","","-0.12%"
"1990-08-17","1.1439","1.1439","1.1490","1.1435","","-0.39%"
"1990-08-16","1.1484","1.1484","1.1496","1.1429","","0.41%"
"1990-08-15","1.1437","1.1437","1.1443","1.1422","","-0.03%"
"1990-08-14","1.1441","1.1441","1.1475","1.1438","","-0.18%"
"1990-08-13","1.1462","1.1462","1.1478","1.1458","","-0.06%"
"1990-08-10","1.1469","1.1469","1.1490","1.1465","","0.02%"
"1990-08-09","1.1467","1.1467","1.1521","1.1462","","-0.10%"
"1990-08-08","1.1479","1.1479","1.1513","1.1469","","-0.30%"
"1990-08-07","1.1513","1.1513","1.1519","1.1481","","0.15%"
"1990-08-06","1.1496","1.1496","1.1517","1.1477","","-0.07%"
"1990-08-03","1.1504","1.1504","1.1539","1.1502","","-0.04%"
"1990-08-02","1.1509","1.1509","1.1547","1.1507","","-0.11%"
"1990-08-01","1.1522","1.1522","1.1538","1.1508","","0.04%"
"1990-07-31","1.1517","1.1517","1.1553","1.1515","","0.02%"
"1990-07-30","1.1515","1.1515","1.1547","1.1511","","-0.10%"
"1990-07-27","1.1526","1.1526","1.1545","1.1513","","-0.02%"
"1990-07-26","1.1528","1.1528","1.1574","1.1502","","-0.05%"
"1990-07-25","1.1534","1.1534","1.1574","1.1511","","-0.25%"
"1990-07-24","1.1563","1.1563","1.1574","1.1557","","0.01%"
"1990-07-23","1.1562","1.1562","1.1580","1.1547","","0.06%"
"1990-07-20","1.1555","1.1555","1.1576","1.1513","","0.22%"
"1990-07-19","1.1530","1.1530","1.1551","1.1513","","-0.11%"
"1990-07-18","1.1543","1.1543","1.1584","1.1513","","0.10%"
"1990-07-17","1.1532","1.1532","1.1610","1.1526","","-0.46%"
"1990-07-16","1.1585","1.1585","1.1610","1.1572","","0.08%"
"1990-07-13","1.1576","1.1576","1.1587","1.1557","","0.09%"
"1990-07-12","1.1566","1.1566","1.1635","1.1555","","-0.22%"
"1990-07-11","1.1591","1.1591","1.1612","1.1562","","0.20%"
"1990-07-10","1.1568","1.1568","1.1591","1.1555","","-0.13%"
"1990-07-09","1.1583","1.1583","1.1623","1.1573","","-0.28%"
"1990-07-06","1.1616","1.1616","1.1660","1.1614","","-0.18%"
"1990-07-05","1.1637","1.1637","1.1643","1.1612","","0.13%"
"1990-07-04","1.1622","1.1622","1.1634","1.1604","","0.02%"
"1990-07-03","1.1620","1.1620","1.1648","1.1612","","-0.01%"
"1990-07-02","1.1621","1.1621","1.1650","1.1608","","-0.10%"
"1990-06-29","1.1633","1.1633","1.1715","1.1625","","-0.52%"
"1990-06-28","1.1694","1.1694","1.1732","1.1679","","-0.02%"
"1990-06-27","1.1696","1.1696","1.1763","1.1603","","-0.15%"
"1990-06-26","1.1713","1.1713","1.1772","1.1711","","-0.52%"
"1990-06-25","1.1774","1.1774","1.1774","1.1761","","-0.08%"
"1990-06-22","1.1784","1.1784","1.1825","1.1754","","0.20%"
"1990-06-21","1.1761","1.1761","1.1770","1.1713","","0.34%"
"1990-06-20","1.1721","1.1721","1.1740","1.1707","","-0.14%"
"1990-06-19","1.1738","1.1738","1.1749","1.1730","","-0.09%"
"1990-06-18","1.1749","1.1749","1.1755","1.1702","","0.29%"
"1990-06-15","1.1715","1.1715","1.1736","1.1694","","0.03%"
"1990-06-14","1.1711","1.1711","1.1721","1.1690","","-0.09%"
"1990-06-13","1.1722","1.1722","1.1723","1.1712","","-0.01%"
"1990-06-12","1.1723","1.1723","1.1743","1.1703","","0.14%"
"1990-06-11","1.1707","1.1707","1.1723","1.1671","","-0.26%"
"1990-06-08","1.1738","1.1738","1.1763","1.1702","","0.29%"
"1990-06-07","1.1704","1.1704","1.1708","1.1672","","0.05%"
"1990-06-06","1.1698","1.1698","1.1755","1.1685","","-0.56%"
"1990-06-05","1.1764","1.1764","1.1778","1.1742","","0.13%"
"1990-06-04","1.1749","1.1749","1.1780","1.1734","","-0.03%"
"1990-06-01","1.1753","1.1753","1.1768","1.1713","","0.34%"
"1990-05-31","1.1713","1.1713","1.1765","1.1707","","-0.26%"
"1990-05-30","1.1743","1.1743","1.1804","1.1733","","-0.52%"
"1990-05-29","1.1804","1.1804","1.1829","1.1779","","-0.17%"
"1990-05-28","1.1824","1.1824","1.1852","1.1793","","-0.04%"
"1990-05-25","1.1829","1.1829","1.1862","1.1820","","-0.19%"
"1990-05-24","1.1852","1.1852","1.1865","1.1797","","0.11%"
"1990-05-23","1.1839","1.1839","1.1883","1.1822","","-0.39%"
"1990-05-22","1.1885","1.1885","1.1936","1.1747","","0.93%"
"1990-05-21","1.1776","1.1776","1.1825","1.1763","","-0.21%"
"1990-05-18","1.1801","1.1801","1.1818","1.1732","","0.44%"
"1990-05-17","1.1749","1.1749","1.1765","1.1721","","0.02%"
"1990-05-16","1.1747","1.1747","1.1787","1.1742","","-0.34%"
"1990-05-15","1.1787","1.1787","1.1833","1.1742","","-0.05%"
"1990-05-14","1.1793","1.1793","1.1803","1.1724","","0.27%"
"1990-05-11","1.1761","1.1761","1.1797","1.1723","","0.31%"
"1990-05-10","1.1725","1.1725","1.1729","1.1642","","0.54%"
"1990-05-09","1.1662","1.1662","1.1673","1.1633","","0.21%"
"1990-05-08","1.1637","1.1637","1.1656","1.1620","","-0.02%"
"1990-05-07","1.1639","1.1639","1.1645","1.1612","","0.10%"
"1990-05-04","1.1627","1.1627","1.1683","1.1622","","-0.34%"
"1990-05-03","1.1667","1.1667","1.1677","1.1656","","-0.07%"
"1990-05-02","1.1675","1.1675","1.1684","1.1648","","0.18%"
"1990-05-01","1.1654","1.1654","1.1662","1.1623","","0.09%"
"1990-04-30","1.1644","1.1644","1.1661","1.1635","","0.06%"
"1990-04-27","1.1637","1.1637","1.1662","1.1603","","0.27%"
"1990-04-26","1.1606","1.1606","1.1620","1.1582","","-0.02%"
"1990-04-25","1.1608","1.1608","1.1622","1.1591","","0.09%"
"1990-04-24","1.1597","1.1597","1.1633","1.1583","","-0.18%"
"1990-04-23","1.1618","1.1618","1.1629","1.1595","","-0.12%"
"1990-04-20","1.1632","1.1632","1.1640","1.1618","","0.08%"
"1990-04-19","1.1623","1.1623","1.1648","1.1603","","-0.01%"
"1990-04-18","1.1624","1.1624","1.1665","1.1608","","-0.21%"
"1990-04-17","1.1648","1.1648","1.1709","1.1637","","-0.28%"
"1990-04-16","1.1681","1.1681","1.1688","1.1643","","0.31%"
"1990-04-13","1.1645","1.1645","1.1657","1.1615","","0.21%"
"1990-04-12","1.1621","1.1621","1.1676","1.1607","","-0.14%"
"1990-04-11","1.1637","1.1637","1.1656","1.1587","","0.33%"
"1990-04-10","1.1599","1.1599","1.1637","1.1589","","-0.13%"
"1990-04-09","1.1614","1.1614","1.1648","1.1606","","-0.25%"
"1990-04-06","1.1643","1.1643","1.1702","1.1628","","-0.47%"
"1990-04-05","1.1698","1.1698","1.1717","1.1663","","0.20%"
"1990-04-04","1.1675","1.1675","1.1696","1.1656","","0.00%"
"1990-04-03","1.1675","1.1675","1.1688","1.1654","","0.03%"
"1990-04-02","1.1671","1.1671","1.1704","1.1665","","-0.23%"
"1990-03-30","1.1698","1.1698","1.1728","1.1694","","-0.16%"
"1990-03-29","1.1717","1.1717","1.1774","1.1713","","-0.31%"
"1990-03-28","1.1753","1.1753","1.1774","1.1751","","-0.13%"
"1990-03-27","1.1768","1.1768","1.1791","1.1753","","0.00%"
"1990-03-26","1.1768","1.1768","1.1776","1.1747","","0.13%"
"1990-03-23","1.1753","1.1753","1.1787","1.1745","","-0.09%"
"1990-03-22","1.1763","1.1763","1.1813","1.1748","","-0.20%"
"1990-03-21","1.1787","1.1787","1.1797","1.1757","","0.06%"
"1990-03-20","1.1780","1.1780","1.1818","1.1770","","-0.32%"
"1990-03-19","1.1818","1.1818","1.1862","1.1803","","-0.13%"
"1990-03-16","1.1833","1.1833","1.1839","1.1763","","0.21%"
"1990-03-15","1.1808","1.1808","1.1833","1.1730","","0.65%"
"1990-03-14","1.1732","1.1732","1.1759","1.1713","","-0.20%"
"1990-03-13","1.1755","1.1755","1.1801","1.1755","","-0.21%"
"1990-03-12","1.1780","1.1780","1.1818","1.1780","","-0.19%"
"1990-03-09","1.1803","1.1803","1.1818","1.1757","","-0.03%"
"1990-03-08","1.1806","1.1806","1.1834","1.1776","","-0.16%"
"1990-03-07","1.1825","1.1825","1.1874","1.1822","","-0.32%"
"1990-03-06","1.1863","1.1863","1.1900","1.1849","","-0.23%"
"1990-03-05","1.1890","1.1890","1.1932","1.1887","","-0.29%"
"1990-03-02","1.1925","1.1925","1.1953","1.1898","","0.15%"
"1990-03-01","1.1907","1.1907","1.1920","1.1878","","-0.03%"
"1990-02-28","1.1911","1.1911","1.1946","1.1892","","-0.26%"
"1990-02-27","1.1942","1.1942","1.1963","1.1907","","-0.20%"
"1990-02-26","1.1966","1.1966","1.1996","1.1937","","-0.17%"
"1990-02-23","1.1986","1.1986","1.2022","1.1947","","0.31%"
"1990-02-22","1.1949","1.1949","1.1987","1.1927","","-0.28%"
"1990-02-21","1.1982","1.1982","1.2027","1.1974","","-0.09%"
"1990-02-20","1.1993","1.1993","1.2028","1.1963","","-0.02%"
"1990-02-19","1.1995","1.1995","1.2007","1.1972","","-0.11%"
"1990-02-16","1.2008","1.2008","1.2043","1.1967","","-0.22%"
"1990-02-15","1.2035","1.2035","1.2094","1.2018","","-0.40%"
"1990-02-14","1.2083","1.2083","1.2092","1.2005","","0.57%"
"1990-02-13","1.2014","1.2014","1.2029","1.1986","","0.06%"
"1990-02-12","1.2007","1.2007","1.2035","1.1987","","-0.11%"
"1990-02-09","1.2020","1.2020","1.2027","1.1917","","0.51%"
"1990-02-08","1.1959","1.1959","1.2001","1.1927","","0.18%"
"1990-02-07","1.1938","1.1938","1.1963","1.1873","","0.53%"
"1990-02-06","1.1875","1.1875","1.1894","1.1856","","0.00%"
"1990-02-05","1.1875","1.1875","1.1913","1.1862","","-0.14%"
"1990-02-02","1.1892","1.1892","1.1898","1.1858","","0.24%"
"1990-02-01","1.1864","1.1864","1.1887","1.1848","","-0.08%"
"1990-01-31","1.1873","1.1873","1.1909","1.1837","","-0.03%"
"1990-01-30","1.1877","1.1877","1.1934","1.1860","","-0.07%"
"1990-01-29","1.1885","1.1885","1.1959","1.1858","","-0.60%"
"1990-01-26","1.1957","1.1957","1.1974","1.1892","","0.61%"
"1990-01-25","1.1885","1.1885","1.1923","1.1823","","0.28%"
"1990-01-24","1.1852","1.1852","1.1875","1.1755","","0.50%"
"1990-01-23","1.1793","1.1793","1.1803","1.1770","","-0.02%"
"1990-01-22","1.1795","1.1795","1.1839","1.1786","","-0.34%"
"1990-01-19","1.1835","1.1835","1.1854","1.1707","","1.01%"
"1990-01-18","1.1717","1.1717","1.1742","1.1643","","0.54%"
"1990-01-17","1.1654","1.1654","1.1658","1.1627","","0.15%"
"1990-01-16","1.1637","1.1637","1.1667","1.1608","","-0.05%"
"1990-01-15","1.1643","1.1643","1.1663","1.1562","","0.61%"
"1990-01-12","1.1572","1.1572","1.1582","1.1551","","0.11%"
"1990-01-11","1.1559","1.1559","1.1582","1.1544","","-0.20%"
"1990-01-10","1.1582","1.1582","1.1616","1.1579","","-0.21%"
"1990-01-09","1.1606","1.1606","1.1620","1.1595","","0.04%"
"1990-01-08","1.1601","1.1601","1.1626","1.1593","","-0.06%"
"1990-01-05","1.1608","1.1608","1.1618","1.1591","","-0.03%"
"1990-01-04","1.1612","1.1612","1.1650","1.1603","","0.08%"
