,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
All Countries (Total),396381.761,381172.385,412290.016,436350.606,440365.088,450320.848,483488.112,359753.586,398856.743,446706.453,455170.329,471946.127,526772.46,524065.61,516771.586,546086.66,584294.103,592082.365,522527.174,631612.262,779050.782
