,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
All Countries (Total),348956.754,336141.294,355886.202,380858.207,397043.805,407301.083,433999.071,365359.381,403701.336,446665.973,462071.802,475660.695,512199.972,536151.821,533251.353,562029.198,595885.676,601962.487,543619.964,616259.79,741622.439
